idName,title,nOfJobs
bounce,Bounce,0
boxer,Boxer,0
bpl,BPL,0
bpn2,Basic Petri Net Programming Notation,0
brisk,Brisk,0
bsml,BSML,0
bsp,BSP,0
bugsys,BUGSYS,0
butterfly-common-lisp,Butterfly Common LISP,0
bytelisp,ByteLisp,0
c-headers,C Header Files,0
cabal,CABAL,0
cactus,Cactus,0
cado-systems-technical-information,cado-systems-technical-information,0
cages,CAGES,0
caisys,CAISYS,0
camac,CAMAC,0
camil,CAMIL,0
cantor,Cantor,0
capsl,Common Authentication Protocol Specification Language,0
capsule,Capsule,0
cassandre,CASSANDRE,0
catalysis,Catalysis,0
cayley,CAYLEY,0
ccel,CCEL,0
cedar-fortran,Cedar Fortran,0
celip,CELIP,0
cellsim,CELLSIM,0
ceprol,Ceprol,0
champ,CHAMP,0
charmpp,CHARM++,0
charrette-ada,Charrette Ada,0
charybdis,CHARYBDIS,0
chemtrains,ChemTrains,0
chronolog,Chronolog,0
chronologmc,ChronologMC,0
chronologz,ChronologZ,0
cimfast,cimfast,0
cims-pl-i,CIMS PL/I,0
cl-i,CL-I,0
clascal,Clascal,0
classic-ada,Classic-Ada,0
cleo,Clear Language for Expressing Orders,0
cleogo,CLeogo,0
cleopatra,CLEOPATRA,0
clover,CLOVER,0
clp-star,CLP*,0
cmn,CMN,0
cobloc,COBLOC,0
codil,CODIL,0
cogmap,CogMap,0
colasl,COLASL,0
cold-k,COLD-K,0
complex-prolog,Complex-Prolog,0
computer-compiler,Computer Compiler,0
comsl,COMSL,0
conc,ConC,0
concert-c,Concert/C,0
concur,CONCUR,0
concurrent-pascal,Concurrent Pascal,0
congolog,conGolog,0
conman,ConMan,0
conniver,CONNIVER,0
constraintlisp,ConstraintLisp,0
contrans,CONTRANS,0
copas,COPAS,0
coral-64,CORAL 64,0
coralpp,Coral++,0
corc,CORC,0
cosmicos,CosmicOS,0
cosmo,COSMO,0
cqlf,CQLF,0
cqlpp,CQL++,0
csmp,CSMP,0
csp-oz-dc,CSP-OZ-DC,0
csp-oz,CSP-OZ,0
cssa,CSSA,0
culler-fried-system,Culler-Fried System,0
cupit-2,CuPit-2,0
cuscus,cuscus,0
cyphertext,CypherText,0
d4,D4,0
dag,DAG,0
dap-algol,DAP-Algol,0
dartcvl,DartCVL,0
data-text,DATA-TEXT,0
datan,DATAN,0
deacon,DEACON,0
debuma,DeBuMa,0
dem,DEM,0
descriptran,DESCRIPTRAN,0
detab-65,DETAB/65,0
detab-x,DETAB-X,0
detap,DETAP,0
deva,Deva,0
dfl,DFL,0
diamag,DIAMAG,0
digraf,DIGRAF,0
diplans,Diplans,0
distributed-processes,Distributed Processes,0
ditran,DITRAN,0
ditroff-ffortid,DITROFF/FFORTID,0
ditroff,DITROFF,0
dmap,DMAP,0
doe-macsyma,DOE Macsyma,0
dolphin,DOLPHIN,0
dowl,DOWL,0
dprl,DPRL,0
drl,DRL,0
drol,DROL,0
dsl-90,DSL/90,0
dystal,DYSTAL,0
eas-e,EAS-E,0
easl,EASL,0
easy-english,EASY ENGLISH,0
eclectic-csp,Eclectic CSP,0
ect,ECT,0
edinburgh-lcf,Edinburgh LCF,0
edsac-initial-orders,EDSAC Initial Orders,0
edsim,EDSIM,0
educe-star,EDUCE*,0
egs4,EGS4,0
el1,EL1,0
ellie,Ellie,0
elmol,ELMOL,0
emily,Emily,0
epilog,EPILOG,0
eqlog,EQLog,0
equate,EQUATE,0
errol,ERROL,0
ethereum-vm,Ethereum Virtual Machine,0
etude,Etude,0
fac,FAC,0
fad,FAD,0
fcpu,FCPU,0
fickle,Fickle,0
flengpp,FLENG++,0
flexbuffers,flexbuffers,0
flora,Flora,0
foogol,foogol,0
foral-lp,FORAL LP,0
foral,FORAL,0
forall,FORALL,0
fork95,Fork95,0
forms-3,FORMS/3,0
fortran-8x,Fortran 8x,0
fortran-cep,FORTRAN CEP,0
fortran-d,Fortran D,0
fortran-ii,FORTRAN II,0
fortran-m,Fortran M,0
fp2,FP2,0
fran,FRAN,0
g-2,g-2,0
gargoyle,Gargoyle,0
gasp-ii,GASP II,0
gat,GAT,0
gaussfit,GaussFit,0
gcp,GCP,0
gdpl,GDPL,0
gedanken,Gedanken,0
generic-haskell,Generic Haskell,0
gentran-90,GENTRAN 90,0
gentran,GENTRAN,0
gimple,GCC GIMPLE,0
gitignore,gitignore,0
gks,GKS,0
glide,GLIDE,0
glu,GLU,0
glue-nail,Glue-Nail,0
gpds,GPDS,0
gpgs,GPGS,0
gpss-360,GPSS/360,0
gpss-fortran,GPSS FORTRAN,0
gql,GQL,0
grad-assistant,GRAD Assistant,0
graphlog,GraphLog,0
graphos,GRAPHOS,0
graqula,Graqula,0
grouplog,GROUPLOG,0
gsbl,GSBL,0
gvl,GVL,0
gxl,GXL,0
gypsy,Gypsy,0
hank,Hank,0
haskell-sharp,Haskell#,0
hasl,HASL,0
heraklit,HERAKLIT,0
hermes,Hermes,0
hiq,HiQ,0
hmsl,HMSL,0
hol,HOL,0
holcf,HOLCF,0
honu,honu,0
hp-pascal,HP-PASCAL,0
hprl,HPRL,0
hsl,HSL,0
hsml,HSML,0
htel,HTEL,0
hypac,HYPAC,0
hyperflow,Hyperflow,0
hyperlisp,Hyperlisp,0
hyperlog,Hyperlog,0
hytran,HYTRAN,0
iam,IAM,0
ib-templog,IB-Templog,0
ibm-logo,IBM Logo,0
ices-system,Integrated Civil Engineering System,0
icetran,ICETRAN,0
icot,ICOT,0
imp72,IMP72,0
impl,Industrial Modeling and Programming Language,0
inmagic,INMAGIC,0
inscan,Inscan,0
intercellas,INTERCELLAS,0
intercons,InterCONS,0
interlisp-vax,Interlisp-VAX,0
ipl-v,IPL-V,0
iqf,IQF,0
isabelle-91,Isabelle-91,0
isabelle-hol,Isabelle/HOL,0
isis,ISIS,0
ispl,ISPL,0
ivtran,IVTRAN,0
jacal,JACAL,0
jbc,jBC,0
jfugue,JFugue,0
jmsl,JMSL,0
joss-ii,JOSS II,0
jsyn,JSyn,0
juno,Juno,0
kail,KAIL,0
kaleidoquery,Kaleidoquery,0
kaleidoscope90,Kaleidoscope'90,0
kaleidoscope91,Kaleidoscope'91,0
kee,KEE,0
kek-nodal,KEK-NODAL,0
kew,kew,0
keykit,KeyKit,0
kiev,Kiev,0
king-kong,King Kong,0
kl-one,KL-ONE,0
klipa,KLIPA,0
krl-0,KRL-0,0
krs,KRS,0
krypton,KRYPTON,0
kvikkalkul,Kvikkalkul,0
kylix,Kylix,0
labtran,LABTRAN,0
larch,Larch,0
laure,LAURE,0
lcf,LCF,0
lcl,LCL,0
ldl1,LDL1,0
legol,LEGOL,0
leogo,Leogo,0
leopard,Leopard,0
lgdf,LGDF,0
libra,Libra,0
lincoln-reckoner,Lincoln Reckoner,0
lingua-graphica,Lingua Graphica,0
liseb,LiSEB,0
lisp-a,LISP A,0
locs,LOCS,0
logicon,Logicon,0
logist,LOGIST,0
logres,Logres,0
logscheme,LogScheme,0
lola-2,Lola-2,0
lotis,LOTIS,0
lotos,LOTOS,0
lpl,LPL,0
lrltran,LRLTRAN,0
lucinda,Lucinda,0
m-lisp,M-LISP,0
macaims,MacAims,0
mace,MACE,0
machiavelli,Machiavelli,0
macro-spitbol,Macro SPITBOL,0
magma2,Magma2,0
magritte,magritte,0
malus,MALUS,0
manuscript,ManuScript,0
map,MAP,0
marlais,Marlais,0
mary-2,Mary/2,0
masim,MASIM,0
mathsy,Mathsy,0
matrix-pascal,MATRIX PASCAL,0
mcobol,MCOBOL,0
mdbs-qrs,MDBS-QRS,0
medic,MEDIC,0
megalog,Megalog,0
mercury-programming-system,Mercury Programming System,0
meroon,Meroon,0
meta-assembler,Meta-Assembler,0
meta-lisp,META/LISP,0
metaml,MetaML,0
metapi,METAPI,0
metasim,METASIM,0
metatem,METATEM,0
micro-flowcharts,Micro-flowcharts,0
microdare,MICRODARE,0
microtal,microTAL,0
mike,MiKe,0
mini-ml,Mini-ML,0
minion,MINION,0
minivital,MINIVITAL,0
minopt,MINOPT,0
mirager,MIRAGER,0
miranim,Miranim,0
mirfac,MIRFAC,0
mizar,Mizar,0
mlisp2,MLISP2,0
mmsearch,mmsearch,0
mobl,MOBL,0
modcap,MODCAP,0
modlisp,MODLISP,0
modsim-iii,MODSIM III,0
modula-p,Modula-P,0
modula-r,Modula/R,0
modular-prolog,Modular Prolog,0
molog,Molog,0
morphism,MORPHISM,0
mouse4,MOUSE4,0
moxie,Moxie,0
mpgs,MPGS,0
mrdb,MRDB,0
ms2,MS2,0
msg-84,MSG.84,0
mufp,muFP,0
mul-t,Mul-T,0
multigame,Multigame,0
mums,MUMS,0
munin,MUNIN,0
musimp,MuSimp,0
mvl,MVL,0
napss,NAPSS,0
narpl,NARPL,0
nassi-shneiderman-charts,Nassi-Shneiderman charts,0
native-structured-storage,NSS,0
ndl,NDL,0
neater,NEATER 2,0
ness,Ness,0
netform,Netform,0
network-control-language,Network Control Language,0
neuronc,NeuronC,0
nfql,NFQL,0
nikl,NIKL,0
noah,NOAH,0
noodle,Noodle,0
nop-2,NOP-2,0
npl,NPL,0
numerica,Numerica,0
oaklisp,Oaklisp,0
oasis-operating-system,oasis-operating-system,0
obj2,OBJ2,0
objectcharts,Objectcharts,0
objectworld,ObjectWorld,0
objvprolog,ObjVProlog,0
obscure,OBSCURE,0
occam-2,Occam 2,0
octopus,Octopus,0
ohaskell,O'Haskell,0
olga,OLGA,0
oli,OLI,0
omnimark,OMNIMARK,0
omnitab-80,OMNITAB 80,0
oopal,OOPAL,0
openmusic,OpenMusic,0
ops-3,OPS-3,0
ops,OPS,0
oregano,OREGANO,0
orlog,Orlog,0
osiris,OSIRIS,0
osl-2,OSL/2,0
ottawa-euclid,Ottawa Euclid,0
otter,Otter,0
owl-dl,OWL DL,0
p-prolog,P-Prolog,0
p-tac,P-TAC,0
p3l,P3L,0
pacol,PACOL,0
padl-1,PADL-1,0
pailisp,PaiLisp,0
palingol,Palingol,0
pancode,PANCODE,0
panon-1,PANON-1,0
panon-1b,PANON-1B,0
parallel-ellpack,Parallel ELLPACK,0
parallel-pascal,Parallel Pascal,0
paralog-e,ParaLog_e,0
parmod,ParMod,0
pascal-plus,Pascal Plus,0
pascal-sc,Pascal-SC,0
pasion,PASION,0
pasro,PASRO,0
path-pascal,Path Pascal,0
pcn,PCN,0
pcol,PCOL,0
pcpp,pC++,0
pdel,Partial Differential Equation Language,0
pdl-ada,PDL/Ada,0
pdl,PDL,0
pebble,Pebble,0
pei,PEI,0
pep,PEP,0
pfort,PFORT,0
pfortran,Pfortran,0
pgolog,pGOLOG,0
physictran,PHYSICTRAN,0
pi-calculus,Pi Calculus,0
pictol,PICTOL,0
picturebalm,PICTUREBALM,0
pilib,PiLib,0
pl-exus,PL/EXUS,0
planit,PLANIT,0
planner-73,PLANNER-73,0
playground,Playground,0
pocket-smalltalk,Pocket Smalltalk,0
pogol,POGOL,0
polac,POLAC,0
polylith,Polylith,0
polyp,PolyP,0
polytoil,PolyTOIL,0
popsy,POPSY,0
port-alg,PORT-ALG,0
praxis,PRAXIS,0
presto,PRESTO,0
principle-of-sufficient-reason,Principle of sufficient reason,0
prism,PRISM,0
prisma-schema-language,Prisma Schema Language,0
procol,PROCOL,0
progres,PROGRES,0
prolog-d-linda,Prolog-D-Linda,0
prolog-elf,Prolog-ELF,0
prolog-iii,Prolog III,0
prolog-kr,Prolog/KR,0
prolog-linda,Prolog-Linda,0
proplan,PROPLAN,0
protos-l,PROTOS-L,0
prow,PROW,0
psather,pSather,0
psg,PSG,0
psl,PSL,0
pt,PT,0
pumpkin,PUMPKIN,0
q-gert,Q-GERT,0
qa4,QA4,0
qlisp,QLISP,0
qunity,Qunity,0
quty,Quty,0
rbasic,rbasic,0
rec-sm,REC/SM,0
recol,RECOL,0
ref-arf,REF-ARF,0
reflisp,RefLisp,0
regent,REGENT,0
relationlog,Relationlog,0
relfun,RELFUN,0
rf-maple,RF-Maple,0
rhet,RHET,0
rigal,RIGAL,0
rol,ROL,0
rol2,ROL2,0
s-snobol,S-Snobol,0
shoe,SHOE,0
sil,SIL,0
sina,sina,0
ssl,SSL,0
static-typescript,Static Typescript,0
surge,SURGE,0
taktentus,taktentus,0
voxml,VoxML,0
vtl,Very Tiny Language,0
wizml,wizml,0
wolontis-bell-interpreter,Wolontis-Bell Interpreter,0
xl,xl,0
xql,XQL,0
